DATA,"ALT_CARREC","CARREC","TEMA","GRUP_INTERES","ESTAT_REGISTRE","NUMERO_REGISTRE","LLOC","TIPUS_ACTIVITAT","ACTIVITAT",PARTICIPANTS,HORES_ALT_CARREC,"CODI_ENS","NOM_ENS"
"2022/07/18","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Reunió amb la Fundació Privada Avan","FUNDACIO PRIVADA AVAN","Registrat","3154","CASA CONSISTORIAL [AD-01]","Grup d'interès","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2022/07/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta extraordinària de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","8","2.00","818460009","Ajuntament de Rubí"
"2022/07/27","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Benvinguda alcaldessa Vacances en Pau - infants sahrauís",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","4","1.00","818460009","Ajuntament de Rubí"
"2022/07/29","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita àvia centenària - Sra. Mercedes Debant Puigvert",,,,"CASA CONSISTORIAL [AD-01]","Activitat institucional","Acte","3","1.50","818460009","Ajuntament de Rubí"
"2022/09/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Premi Miquel Segura i reconeixement proves PAU",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","4","1.50","818460009","Ajuntament de Rubí"
"2022/09/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","8","2.00","818460009","Ajuntament de Rubí"
"2022/09/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Inauguració curs escolar",,,,"TEATRE LA SALA","Activitat institucional","Acte","4","1.00","818460009","Ajuntament de Rubí"
"2022/09/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Plenari tancament curs Taula per a l'èxit educatiu",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Reunió","2","1.50","818460009","Ajuntament de Rubí"
"2022/09/27","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Nit del comerç",,,,"TEATRE LA SALA [C-05]","Activitat institucional","Acte","13","1.00","818460009","Ajuntament de Rubí"
"2022/10/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Saló Urban Rubí",,,,"ANTIGA ESTACIÓ","Activitat institucional","Acte","2","8.00","818460009","Ajuntament de Rubí"
"2022/10/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","8","2.00","818460009","Ajuntament de Rubí"
"2022/11/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Lectura manifest Dia dels drets dels Infants",,,,"INSTITUT ESCOLA TERESA ALTET [D-13]","Activitat institucional","Acte","3","0.50","818460009","Ajuntament de Rubí"
"2022/11/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte constitució Consells dels Infants i Adolescents",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","3","1.50","818460009","Ajuntament de Rubí"
"2022/11/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Entrevista Ràdio Rubí",,,,"Ràdio Rubí","Activitat institucional","Acte","2","0.50","818460009","Ajuntament de Rubí"
"2022/11/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Lectura manifest 25 N",,,,"CASA CONSISTORIAL [AD-01]","Activitat institucional","Acte","13","1.00","818460009","Ajuntament de Rubí"
"2022/11/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Encesa llums nadal",,,,"PLAÇA PERE AGUILERA","Activitat institucional","Acte","13","1.00","818460009","Ajuntament de Rubí"
"2022/11/30","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita Schola",,,,"ESCOLA SCHOLA [D-12]","Activitat institucional","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2022/12/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Dia Internacional Diversitat Funcional: Lectura manifest",,,,"Pl. Nova Estació","Activitat institucional","Acte","13","0.50","818460009","Ajuntament de Rubí"
"2022/12/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Actes Dia Internacional Diversitat Funcional",,,,"Pl. Nova Estació","Activitat institucional","Acte","13","1.00","818460009","Ajuntament de Rubí"
"2022/12/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita taller grup de dona amb discapacitat",,,,"C.C. ESCARDÍVOL","Activitat institucional","Reunió","2","0.75","818460009","Ajuntament de Rubí"
"2022/12/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Recepció treballadors i reconeixement als treballadors que porten 25 anys treballats",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Acte","13","1.50","818460009","Ajuntament de Rubí"
"2022/12/21","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Recepció entitats",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Acte","13","1.50","818460009","Ajuntament de Rubí"
"2023/01/04","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/01/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/01/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","1","2.00","818460009","Ajuntament de Rubí"
"2023/01/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Mesa Local de la Memòria Històrica",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2023/01/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","1","2.00","818460009","Ajuntament de Rubí"
"2023/01/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Reunió amb el nou gerent de l'Àmbit Metropolità Nord de Catsalut",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2023/01/18","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Assistència a FITUR",,,,"FITUR","Activitat institucional","Reunió","5","7.00","818460009","Ajuntament de Rubí"
"2023/01/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2023/01/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/01/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Convocatòria CI Alcaldia i Transparència",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","8","0.25","818460009","Ajuntament de Rubí"
"2023/01/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","1","2.00","818460009","Ajuntament de Rubí"
"2023/01/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Jornada Dia Europeu de la Mediació",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","4","1.50","818460009","Ajuntament de Rubí"
"2023/01/23","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Roda de premsa Pisos Maria Aurèlia Campmany",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2023/01/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldia als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","5","1.50","818460009","Ajuntament de Rubí"
"2023/01/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/01/27","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","1","2.00","818460009","Ajuntament de Rubí"
"2023/01/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Els Tres tombs 2023 (plantada de bandera)",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","3","1.00","818460009","Ajuntament de Rubí"
"2023/01/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Els tres tombs 2023 - Recepció institucional dels abanderats",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","13","2.00","818460009","Ajuntament de Rubí"
"2023/02/01","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/02/01","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Sessió plenària Consell FP Rubí",,,,"RUBÍ FORMA","Activitat institucional","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2023/02/01","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldia als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.50","818460009","Ajuntament de Rubí"
"2023/02/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","1","2.00","818460009","Ajuntament de Rubí"
"2023/02/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Roda de premsa Horts Urbans",,,,"Nous Horts (Av Generalitat,142)","Activitat institucional","Reunió","1","1.00","818460009","Ajuntament de Rubí"
"2023/02/08","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/02/08","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldia als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.50","818460009","Ajuntament de Rubí"
"2023/02/08","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Reunió amb CEE Ca n'Oriol",,,,"CEE, CA N'ORIOL [D-01]","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2023/02/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","1","2.00","818460009","Ajuntament de Rubí"
"2023/02/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Inauguració monòlit en memòria dels advocats víctimes d'Atocha",,,,"LOCALS PLAÇA PLA I PALLEJÀ","Activitat institucional","Acte","8","0.75","818460009","Ajuntament de Rubí"
"2023/02/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","1a Trobada de Coeducació",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Acte","4","1.00","818460009","Ajuntament de Rubí"
"2023/02/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Jornades Coeducació",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Acte","3","5.00","818460009","Ajuntament de Rubí"
"2023/02/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acció participativa del Consell dels Infants al Torrent de les Abelles",,,,"TORRENT DE LES ABELLES","Activitat institucional","Acte","3","1.50","818460009","Ajuntament de Rubí"
"2023/02/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acció participativa del Consell dels Infants",,,,"Torrent de les Abelles","Activitat institucional","Acte","3","3.00","818460009","Ajuntament de Rubí"
"2023/02/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2023/02/13","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Roda de premsa: Presentació dels resultats de l'Estudi de satisfacció ciutadana i coneixement de la ciutat de Rubí",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","1","1.00","818460009","Ajuntament de Rubí"
"2023/02/14","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/02/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Roda de premsa Inversions",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","1","1.00","818460009","Ajuntament de Rubí"
"2023/02/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Convocatòria CI Alcaldia i Transparència",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","8","0.25","818460009","Ajuntament de Rubí"
"2023/02/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Roda premsa Presentació pèrgola zona esportiva Can Mir",,,,"CEF CAN MIR","Activitat institucional","Reunió","4","1.00","818460009","Ajuntament de Rubí"
"2023/02/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Consell d'Administració Finda Font del Ferro",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","1","0.50","818460009","Ajuntament de Rubí"
"2023/02/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","0.50","818460009","Ajuntament de Rubí"
"2023/02/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Roda de premsa Ampliació del CEE Ca n'Oriol",,,,"CEE, CA N'ORIOL","Activitat institucional","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2023/02/24","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","1","2.00","818460009","Ajuntament de Rubí"
"2023/02/27","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita àvia centenària",,,,"Visita al domicili","Activitat institucional","Acte","2","1.00","818460009","Ajuntament de Rubí"
"2023/03/01","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Inauguració Jornades FP",,,,"EL CELLER [C-04]","Activitat institucional","Acte","2","2.00","818460009","Ajuntament de Rubí"
"2023/03/01","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Inauguració VII Jornada FP",,,,"EL CELLER","Activitat institucional","Acte","5","1.00","818460009","Ajuntament de Rubí"
"2023/03/01","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/03/02","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","1","2.00","818460009","Ajuntament de Rubí"
"2023/03/02","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta extraordinària de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","7","1.00","818460009","Ajuntament de Rubí"
"2023/03/02","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","II Jornades Feministes de Rubí: Conversa en femení al voltant del llibre Els núvols",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Acte","5","1.50","818460009","Ajuntament de Rubí"
"2023/03/02","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","II Jornades Feministes",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Acte","5","1.50","818460009","Ajuntament de Rubí"
"2023/03/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita i recepció institucional del President Generalitat - M. Hble. Sr. Pere Aragonés",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","11","1.50","818460009","Ajuntament de Rubí"
"2023/03/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Roda de premsa Dona",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2023/03/03","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Activitat Dia d'Andalusia - Conferencia sobre el andalucismo",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Acte","4","2.00","818460009","Ajuntament de Rubí"
"2023/03/04","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ofrena floral a Blas Infante amb motiu del Dia d'Andalusia",,,,"PLAÇA ANDALUSIA","Activitat institucional","Acte","13","1.00","818460009","Ajuntament de Rubí"
"2023/03/07","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Roda de premsa Fotovoltaica municipal",,,,"RUBÍ FORMA","Activitat institucional","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2023/03/07","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Lectura del manifest Dia de les Dones",,,,"CASA CONSISTORIAL [AD-01]","Activitat institucional","Acte","13","0.50","818460009","Ajuntament de Rubí"
"2023/03/07","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Reunió Associació voluntaris de protecció civil",,,,"COMISSARIA DE POLICIA MUNICIPAL PROTECCIÓ CIVIL","Activitat institucional","Reunió","2","1.00","818460009","Ajuntament de Rubí"
"2023/03/08","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/03/09","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita al programa dones amb diversitat funcional",,,,"BIBLIOTECA MESTRE MARTÍ TAULER","Activitat institucional","Reunió","2","2.00","818460009","Ajuntament de Rubí"
"2023/03/09","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldia als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.50","818460009","Ajuntament de Rubí"
"2023/03/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","1","2.00","818460009","Ajuntament de Rubí"
"2023/03/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Roda de premsa Memòria civisme 2022",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2023/03/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte jubilació",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","5","1.00","818460009","Ajuntament de Rubí"
"2023/03/10","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Sopar i Ball de les dones",,,,"EL CELLER","Activitat institucional","Acte","9","3.00","818460009","Ajuntament de Rubí"
"2023/03/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visites Casino Ciutadania",,,,"EL CASINO","Activitat institucional","Acte","5","5.00","818460009","Ajuntament de Rubí"
"2023/03/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Sopar i Ball de les dones",,,,"EL CELLER","Activitat institucional","Acte","9","3.00","818460009","Ajuntament de Rubí"
"2023/03/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visites Casino Ciutadania",,,,"EL CASINO","Activitat institucional","Acte","5","5.00","818460009","Ajuntament de Rubí"
"2023/03/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/03/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Veu de dona - cadena SER",,,,"TEATRE LA SALA","Activitat institucional","Acte","4","1.00","818460009","Ajuntament de Rubí"
"2023/03/16","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","RP Presentació del projecte de nou pavelló de Cova Solera",,,,"Pont de Cova Solera","Activitat institucional","Acte","5","0.50","818460009","Ajuntament de Rubí"
"2023/03/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","1","2.00","818460009","Ajuntament de Rubí"
"2023/03/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Homenatge a la gent gran del barri del Pinar",,,,"CENTRE CIVIC EL PINAR","Activitat institucional","Acte","4","1.50","818460009","Ajuntament de Rubí"
"2023/03/18","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visites Casino Ciutadania",,,,"EL CASINO","Activitat institucional","Acte","5","5.00","818460009","Ajuntament de Rubí"
"2023/03/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visites Casino Ciutadania",,,,"EL CASINO","Activitat institucional","Acte","5","5.00","818460009","Ajuntament de Rubí"
"2023/03/20","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Trobada de l'Alcaldessa amb veïns d'urbanitzacions",,,,"EDIFICI RESSÒ","Activitat institucional","Reunió","7","1.50","818460009","Ajuntament de Rubí"
"2023/03/22","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/03/23","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","7","1.00","818460009","Ajuntament de Rubí"
"2023/03/23","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Convocatòria CI Alcaldia i Transparència",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","8","0.25","818460009","Ajuntament de Rubí"
"2023/03/25","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visites Casino Ciutadania",,,,"EL CASINO","Activitat institucional","Acte","5","5.00","818460009","Ajuntament de Rubí"
"2023/03/26","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visites Casino Ciutadania",,,,"EL CASINO","Activitat institucional","Acte","5","5.00","818460009","Ajuntament de Rubí"
"2023/03/27","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Acte retorn Agenda Urbana",,,,"MASÍA DE CAN SERRA [C-09]","Activitat institucional","Reunió","13","1.00","818460009","Ajuntament de Rubí"
"2023/03/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Cantata Escolar de Rubí",,,,"MUSEU MUNICIPAL CASTELL","Activitat institucional","Acte","4","1.50","818460009","Ajuntament de Rubí"
"2023/03/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Cantata escolar",,,,"MUSEU MUNICIPAL CASTELL [C-07]","Activitat institucional","Acte","4","1.75","818460009","Ajuntament de Rubí"
"2023/03/28","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","RP - Balanç de mandat i dinar amb mitjans",,,,"Restaurant","Activitat institucional","Reunió","6","3.50","818460009","Ajuntament de Rubí"
"2023/03/29","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/03/31","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local extraordinaria i urgent",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","12","0.50","818460009","Ajuntament de Rubí"
"2023/03/31","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Esport x tothom",,,,"PAVELLÓ POLIESPORTIU DE LA LLANA","Activitat institucional","Acte","4","2.00","818460009","Ajuntament de Rubí"
"2023/04/01","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","IV Calçotada en els horts municipals",,,,"HORTS MUNICIPALS","Activitat institucional","Acte","13","1.00","818460009","Ajuntament de Rubí"
"2023/04/01","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visites Casino Grups de joves Torre Bassas",,,,"EL CASINO","Activitat institucional","Reunió","6","5.00","818460009","Ajuntament de Rubí"
"2023/04/11","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Jornada politico-tècnica - Balanç de mandat",,,,"MASÍA DE CAN SERRA [C-09]","Activitat institucional","Reunió","25","1.00","818460009","Ajuntament de Rubí"
"2023/04/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/04/12","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldia als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.50","818460009","Ajuntament de Rubí"
"2023/04/14","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita escoles",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","1","2.00","818460009","Ajuntament de Rubí"
"2023/04/14","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Ofrena floral dia de la República",,,,"PLAÇA REPÚBLICA","Activitat institucional","Acte","13","1.00","818460009","Ajuntament de Rubí"
"2023/04/15","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Primavera pop 40 principales (Cadena Ser)",,,,"C.C. ESCARDÍVOL","Activitat institucional","Acte","6","4.00","818460009","Ajuntament de Rubí"
"2023/04/16","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Jornada de portes obertes Font del Ferro",,,,"Finca Font del Ferro","Activitat institucional","Acte","8","2.00","818460009","Ajuntament de Rubí"
"2023/04/16","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Cantada de Caramelles (Associació Coral Unió Rubinenca)",,,,"CASA CONSISTORIAL [AD-01]","Activitat institucional","Acte","13","1.00","818460009","Ajuntament de Rubí"
"2023/04/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldia als barris",,,,"CARRER","Activitat institucional","Reunió","2","1.50","818460009","Ajuntament de Rubí"
"2023/04/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Roda de premsa: Cursa de la dona",,,,"Rambla del Ferrocarril","Activitat institucional","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2023/04/17","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Reconeixement a les persones que van participar en el rescat i atenció a les persones damnificades per l?incendi del carrer Saragossa",,,,"MUSEU MUNICIPAL CASTELL [C-07]","Activitat institucional","Acte","13","1.00","818460009","Ajuntament de Rubí"
"2023/04/18","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","RP Camina, corre i balla (Escola Balmes)",,,,"COL·LEGI BALMES","Activitat institucional","Reunió","3","1.00","818460009","Ajuntament de Rubí"
"2023/04/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de govern local",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","11","0.50","818460009","Ajuntament de Rubí"
"2023/04/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Junta de portaveus",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","7","1.00","818460009","Ajuntament de Rubí"
"2023/04/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Visita per diferents espais de la ciutat amb Sra. Belén Elisa Díaz",,,,"CASA CONSISTORIAL","Activitat institucional","Acte","4","2.50","818460009","Ajuntament de Rubí"
"2023/04/19","ANA MARIA MARTINEZ MARTINEZ","ALCALDESSA","Alcaldia als barris",,,,"CASA CONSISTORIAL","Activitat institucional","Reunió","2","1.50","818460009","Ajuntament de Rubí"
