ANY,DATA_ALTA_EXPEDIENT,DATA_FINALITZACIO_EXPEDIENT,"CODI_FAMILIA","DESC_FAMILIA","CODI_DESC_FAMILIA","CODI_TRAMIT","DESC_TRAMIT","GRUP_ORGANITZATIU_ALTA","GRUP_ORGANITZATIU_RESPONSABLE","ESTAT_INTERN","TIPUS_SOLICITUD","CODI_ENS","NOM_ENS"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/18","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-IND - Solicitud volante individual del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/18","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-IND - Solicitud volante individual del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2021/11/15","MOBILITAT","Mobilitat","MOBILITAT - Mobilitat","OEP","OEP - Ocupació de l'espai públic","SERVEI DE MOBILITAT I ACCESSIBILITAT","SERVEI DE MOBILITAT I ACCESSIBILITAT","Finalitzat","OEP - OEP - Ocupació de l'espai públic","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/18","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-CONV - Solicitud volante de convivencia del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"OBRES","Llicències d'Obres","OBRES - Llicències d'Obres","AOM","AOM - Assabentats obres menors","SERVEI D'ATENCIÓ A LA CIUTADANIA","ACTUALMENT U044 SERVEI DE LLICÈNCIES I DISCIPLINA","Obert","AOM - Assabentat Obres Menors","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/11/04","OBRES","Llicències d'Obres","OBRES - Llicències d'Obres","DV","DV - Devolució avals i fiances per obres","SERVEI D'ATENCIÓ A LA CIUTADANIA","ACTUALMENT U044 SERVEI DE LLICÈNCIES I DISCIPLINA","Finalitzat","DV-A - Devolució d'avals i fiances per d'obres MAJORS, MENORS i CPO amb tècnic","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/18","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-CONV - Solicitud volante de convivencia del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJUTS_SUBV","Ajuts, subvencions, bonificacions i exempcions","AJUTS_SUBV - Ajuts, subvencions, bonificacions i exempcions","MENAJ","MENAJ - Ajuts al menjador","T.A.O., S.A.","SERVEIS SOCIALS","Obert","MENAJ - Ayudas al comedor","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/19","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH04","PMH04 - Modificació Padró d'Habitants","SERVEI D'INNOVACIÓ, SMART CITY I SISTEMES D'INF.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","M-CD - Modificación Padrón por cambio de domicilio","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJUTS_SUBV","Ajuts, subvencions, bonificacions i exempcions","AJUTS_SUBV - Ajuts, subvencions, bonificacions i exempcions","MENAJ","MENAJ - Ajuts al menjador","T.A.O., S.A.","SERVEIS SOCIALS","Obert","MENAJ - Ayudas al comedor","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJUTS_SUBV","Ajuts, subvencions, bonificacions i exempcions","AJUTS_SUBV - Ajuts, subvencions, bonificacions i exempcions","MENAJ","MENAJ - Ajuts al menjador","T.A.O., S.A.","SERVEIS SOCIALS","Obert","MENAJ - Ayudas al comedor","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/23","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-CONV - Solicitud volante de convivencia del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"PSEC","Procediments de secretaria","PSEC - Procediments de secretaria","MOC","MOC - Mocions al Ple","SECRETARIA GENERAL","SECRETARIA GENERAL","Obert","MOC - Presentació Mocions al Ple de l'Ajuntament","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/18","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-IND - Solicitud volante individual del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"PSEC","Procediments de secretaria","PSEC - Procediments de secretaria","MOC","MOC - Mocions al Ple","SECRETARIA GENERAL","SECRETARIA GENERAL","Obert","MOC - Presentació Mocions al Ple de l'Ajuntament","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/18","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-CONV - Solicitud volante de convivencia del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"PSEC","Procediments de secretaria","PSEC - Procediments de secretaria","MOC","MOC - Mocions al Ple","SECRETARIA GENERAL","SECRETARIA GENERAL","Obert","MOC - Presentació Mocions al Ple de l'Ajuntament","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJUTS_SUBV","Ajuts, subvencions, bonificacions i exempcions","AJUTS_SUBV - Ajuts, subvencions, bonificacions i exempcions","MENAJ","MENAJ - Ajuts al menjador","T.A.O., S.A.","SERVEIS SOCIALS","Obert","MENAJ - Ayudas al comedor","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJUTS_SUBV","Ajuts, subvencions, bonificacions i exempcions","AJUTS_SUBV - Ajuts, subvencions, bonificacions i exempcions","MENAJ","MENAJ - Ajuts al menjador","T.A.O., S.A.","SERVEIS SOCIALS","Obert","MENAJ - Ayudas al comedor","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJUTS_SUBV","Ajuts, subvencions, bonificacions i exempcions","AJUTS_SUBV - Ajuts, subvencions, bonificacions i exempcions","MENAJ","MENAJ - Ajuts al menjador","T.A.O., S.A.","SERVEIS SOCIALS","Obert","MENAJ - Ayudas al comedor","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","SERVEI D'ATENCIÓ A LA CIUTADANIA","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","SERVEI D'ATENCIÓ A LA CIUTADANIA","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"PSEC","Procediments de secretaria","PSEC - Procediments de secretaria","MOC","MOC - Mocions al Ple","SECRETARIA GENERAL","SECRETARIA GENERAL","Obert","MOC - Presentació Mocions al Ple de l'Ajuntament","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"CMES","Contractació Menor","CMES - Contractació Menor","CMESUP","CMESUP - Contracte menor super simplificat","SERVEI DE PROMOCIÓ I DINAMITZACIÓ CULTURAL","SERVEI DE PROMOCIÓ I DINAMITZACIÓ CULTURAL","Obert","CMESUP - Contrato menor super simplificado","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/18","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-CONV - Solicitud volante de convivencia del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/08/27","CMES","Contractació Menor","CMES - Contractació Menor","CMESR","CMESR - Resolució de contractes menors simplificats","UNITAT DE BRIGADA D'OBRES","UNITAT DE BRIGADA D'OBRES","Finalitzat","CMESR - Resolución contrato menor","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/18","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-CONV - Solicitud volante de convivencia del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"CONT","Contractació","CONT - Contractació","CONTRACTACIO","CONT-E Contractació - Procediment No Reglat","SERVEI DE CONTRACTACIÓ I COMPRES","SERVEI DE CONTRACTACIÓ I COMPRES","Obert","CONTRACTACIO - Sol·licitud Procediment No Reglat Contractació","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJUTS_SUBV","Ajuts, subvencions, bonificacions i exempcions","AJUTS_SUBV - Ajuts, subvencions, bonificacions i exempcions","MENAJ","MENAJ - Ajuts al menjador","T.A.O., S.A.","SERVEIS SOCIALS","Obert","MENAJ - Ayudas al comedor","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"CMES","Contractació Menor","CMES - Contractació Menor","CMESUP","CMESUP - Contracte menor super simplificat","SERVEI RUBÍ FORMA","SERVEI RUBÍ FORMA","Obert","CMESUP - Contrato menor super simplificado","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2021/05/06","INS_MAT","Inscripcions i matriculacions","INS_MAT - Inscripcions i matriculacions","IEMM","IEMM - Inscripcions escola municipal de música","T.A.O., S.A.","SERVEI D'EDUCACIÓ","Finalitzat","IEMM - Inscripciones escuela municipal de música","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2021/11/15","MOBILITAT","Mobilitat","MOBILITAT - Mobilitat","OEP","OEP - Ocupació de l'espai públic","SERVEI D'ATENCIÓ A LA CIUTADANIA","SERVEI DE MOBILITAT I ACCESSIBILITAT","Finalitzat","OEP - OEP - Ocupació de l'espai públic","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/18","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-CONV - Solicitud volante de convivencia del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/18","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-CONV - Solicitud volante de convivencia del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"CMES","Contractació Menor","CMES - Contractació Menor","CMESUP","CMESUP - Contracte menor super simplificat","GABINET D'ALCALDIA I PROTOCOL","GABINET D'ALCALDIA I PROTOCOL","Obert","CMESUP - Contrato menor super simplificado","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"OBRES","Llicències d'Obres","OBRES - Llicències d'Obres","AOM","AOM - Assabentats obres menors","SERVEI D'ATENCIÓ A LA CIUTADANIA","ACTUALMENT U044 SERVEI DE LLICÈNCIES I DISCIPLINA","Obert","AOM - Assabentat Obres Menors","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJUTS_SUBV","Ajuts, subvencions, bonificacions i exempcions","AJUTS_SUBV - Ajuts, subvencions, bonificacions i exempcions","MENAJ","MENAJ - Ajuts al menjador","T.A.O., S.A.","SERVEIS SOCIALS","Obert","MENAJ - Ayudas al comedor","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/18","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-CONV - Solicitud volante de convivencia del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/06/18","POB_ELEC","Població i eleccions","POB_ELEC - Població i eleccions","PMH03","PMH03 - Sol·licitud volant padró","T.A.O., S.A.","SERVEI D'ATENCIÓ A LA CIUTADANIA","Finalitzat","PMH03-CONV - Solicitud volante de convivencia del Padrón Municipal","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2021/05/06","INS_MAT","Inscripcions i matriculacions","INS_MAT - Inscripcions i matriculacions","IEMM","IEMM - Inscripcions escola municipal de música","T.A.O., S.A.","SERVEI D'EDUCACIÓ","Finalitzat","IEMM - Inscripciones escuela municipal de música","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJUTS_SUBV","Ajuts, subvencions, bonificacions i exempcions","AJUTS_SUBV - Ajuts, subvencions, bonificacions i exempcions","MENAJ","MENAJ - Ajuts al menjador","T.A.O., S.A.","SERVEIS SOCIALS","Obert","MENAJ - Ayudas al comedor","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"ACTIVITATS","Activitats","ACTIVITATS - Activitats","LLACT","LLACT - Llicència d'activitats","SERVEIS A L'EMPRESA","SERVEI DE LLICÈNCIES I DISCIPLINA D'ACTIVITATS","Obert","LLACT-A - Llicència Ambiental per activitats","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/08/19","NR","No Reglamentats","NR - No Reglamentats","URBANS","URBANS-E Àrea Serveis Urbans - Procediment No Reglat","UNITAT DE BRIGADA D'OBRES","UNITAT DE BRIGADA D'OBRES","Finalitzat","URBANS - Sol·licitud Procediment No Reglat Àrea Serveis Urbans","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","SERVEI D'INNOVACIÓ, SMART CITY I SISTEMES D'INF.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18","2020/07/20","NR","No Reglamentats","NR - No Reglamentats","SCIDC","SCIDC-E Serveis de Ciutadania i Drets Civils - Procediment No Reglat","SERVEI DE LLICÈNCIES I DISCIPLINA D'OBRES","SERVEI DE COOPERACIÓ I PRIMERA ACOLLIDA","Finalitzat","GOVERNANÇA - Sol·licitud Procediment No Reglat Governança","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJUTS_SUBV","Ajuts, subvencions, bonificacions i exempcions","AJUTS_SUBV - Ajuts, subvencions, bonificacions i exempcions","MENAJ","MENAJ - Ajuts al menjador","T.A.O., S.A.","SERVEIS SOCIALS","Obert","MENAJ - Ayudas al comedor","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
"2020","2020/06/18",,"AJRUBI","Ajuntament","AJRUBI - Ajuntament","EXP_CONS","EXP_CONS - Consentiments","T.A.O., S.A.","SECRETARIA GENERAL","Obert","SOL_CONSENT - Solicitud de consentimiento","818460009","Ajuntament de Rubí"
