ANY_SUBVENCIO,DATA_SUBVENCIO,"CIF_BENEFICIARI","BENEFICIARI","CONVOCATORIA","CENTRE_GESTOR","SITUACIO",IMPORT_SOLICITAT,IMPORT_CONCEDIT,DATA_ACTUALITZACIO,"CODI_ENS","NOM_ENS"
"2018","2018/10/22","G60871761","CLUB VOLEIBOL RUBI","SUBVENCIÓN 2018.CLUB VOLEIBOL RUBI. COMPETICIONES FEDERADES TEMPORADA 2017-2018 Y TORNEO 24H","Esports","JUSTIFICADA PARCIALMENTE","5800.00","5800.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/12","Q5855635H","ESCOLA PAU CASALS","CURS 2017-18,CONVOCATORIA AJUTS CENTRES EDUCATIUS PER ACTIVITATS O PROJECTES PEDAGOGICS","Educació","JUSTIFICADA","2070.00","1591.58","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/10/29","G08992786","ASSOCIACIÓ DE PERSONES AMB DIVERSITAT INTELECTUAL DE RUBÍ","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","18000.00","18000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/05/15","G60571668","UNIO ATLETICA RUBI","SUBVENCIÓN 2018 UNIÓ ATLETICA RUBI. GESTIÓN INSTALACIÓN AÑO 2018","Esports","JUSTIFICADA PARCIALMENTE","77000.00","77000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/11/15","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","Convocatòria subvencions 50/50 Curs 2016-2017","Manteniments","JUSTIFICADA","554.73","554.73","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/31","G59584995","AA VV CASTELLNOU CAN MIR (SECTOR D)","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","JUSTIFICADA","1500.00","1306.25","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/07/17","G60423308","C E B  SANT JORDI","SUBVENCIÓN 2018 CEB SANT JORDI. COMPETICIONES FEDERADAS TEMP 17-18","Esports","JUSTIFICADA","6500.00","6500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/31","G63436398","ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEE CA N'ORIOL","AMPA CA N'ORIOL. CONVENI COL·LABORACIÓ  PROJECTE MUSICOTERÀPIA curs 2018-2019","Educació","PAGADA","7400.00","7400.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/31","G59956037","ASSOC DE PARES D'ALUMNES DEL CP TERESA ALTET","CONVOCATORIA SUBVENCIÓ CASALS ESTIU 2018","Polítiques de Ciutadania","JUSTIFICADA","1747.25","1747.25","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/19","G62424767","SOCIETAT SANT ANTONI ABAD","Subvenció 2018 - Societat Sant Antoni Abat","Cultura","JUSTIFICADA","18000.00","18000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/31","G61289658","ASSOCIACIO  SANT GALDERIC","Convocatòria 2018 a entitats culturals - Modalitat C","Cultura","JUSTIFICADA","300.00","300.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/31","G59369991","ASOC DE VECINOS DE CAN FATJO DE RUBI","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","JUSTIFICADA","2000.00","1530.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/08/01","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","SUBVENCIÓN 2018. CEF CAN MIR GESTIÓN INSTALACIÓN DEPORTIVA 2018","Esports","JUSTIFICADA PARCIALMENTE","8500.00","8500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/11/15","Q5855637D","ESCOLA 25 DE SETEMBRE","CURS 2017-18,CONVOCATORIA AJUTS CENTRES EDUCATIUS PER ACTES COMMEMORATIUS","Educació","PAGADA","500.00","500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/31","P0820400J","AJUNTAMENT DE SANT CUGAT DEL VALLES","CONVENI COL·LABORACIÓ PUNT DE TROBADA PARTIT JUDICIAL","Sanitat i serveis socials","JUSTIFICADA","6200.00","6200.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/12","Q5855638B","ESCOLA TORRE DE LA LLEBRE","CURS 2017-18,CONVOCATORIA AJUTS CENTRES EDUCATIUS PER ACTIVITATS O PROJECTES PEDAGOGICS","Educació","JUSTIFICADA","1300.00","1204.21","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/31","G64315658","ASSOCIACIO DE PARES I MARES CEIP RIVO RUBEO","CONVOCATORIA SUBVENCIÓ CASALS ESTIU 2018","Polítiques de Ciutadania","JUSTIFICADA","2533.00","2533.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/10/29","G66397134","ASOC AGROECOLOGICA CAN FELIU RUBI","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","15000.00","15000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/12","Q5855553C","ESCOLA RAMON LLULL","CURS 2017-18,CONVOCATORIA AJUTS CENTRES EDUCATIUS PER ACTIVITATS O PROJECTES PEDAGOGICS","Educació","JUSTIFICADA","1750.00","1277.89","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/12","G61368957","CASAL AMISTAT CATALANO CUBANO JOSE MARTI","MODALITAT G) SUBVENCIONS COOPERACIÓ ACTIVITATS SENSIBILITZACIÓ","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","3390.00","3390.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/12","J64895915","ACSPROSC  ASSOCIACIO CATALANA-SENEGALESA PER LA COOPERACIO I LA PROMOCIO SOCIAL I CULTURAL DE RUBI","MODALITAT G) SUBVENCIONS COOPERACIÓ ACTIVITATS SENSIBILITZACIÓ","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","1847.69","1847.69","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/12","G08992786","ASSOCIACIÓ DE PERSONES AMB DIVERSITAT INTELECTUAL DE RUBÍ","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","11000.00","11000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/12","S0800276H","ESCOLA RIVO RUBEO","CURS 2017-18,CONVOCATORIA AJUTS CENTRES EDUCATIUS PER ACTIVITATS O PROJECTES PEDAGOGICS","Educació","JUSTIFICADA","1731.30","1056.84","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/13","G59755363","ASSOCIACIO DE PESSEBRISTES DE RUBI","Subvenció 2018 - Ass. Pessebristes","Cultura","JUSTIFICADA","1200.00","1200.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/07/17","G60423308","C E B  SANT JORDI","SUBVENCIÓN 2018 CEB SANT JORDI. ESCUELA DEPORTIVA TEMP 17-18","Esports","JUSTIFICADA PARCIALMENTE","2500.00","2500.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/09/20","G67018010","AULA D EXTENSIÓ UNIVERSITARIA DE RUBI PER A LA GENT GRAN","SUBVENCIO AULA UNIVERSITÀRIA","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","1200.00","1200.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/31","V58640731","CENTRE D'ESPLAI L'EIXAM","AJUTS INFANTS PARTICIPACIÓ ACTIVITATS LLEURE EDUCATIU","Polítiques de Ciutadania","JUSTIFICADA","3250.00","3250.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/31","G59849760","FOMENT DE LA SARDANA DE RUBI","Convocatòria 2018 a entitats culturals - Modalitat C","Cultura","JUSTIFICADA","2300.00","2300.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/31","G59582007","AA VV CA N'ORIOL","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","JUSTIFICADA","4400.00","3525.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/11/29","G58978651","GIMNAS ARTISTIC I ESPORTIU RUBI","SUBVENCIÓN 2018. GAER. ACTIVIDADES DE GIMNASIA DEPORTIVA AÑO 2018","Esports","JUSTIFICADA","2000.00","2000.00","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
"2018","2018/12/31","G61116240","COLLA DE DIABLES DE LA RIERA","Convocatòria 2018 a entitats culturals - Modalitat C","Cultura","JUSTIFICADA","7880.00","4378.50","2024/09/03 13:13:34","818460009","Ajuntament de Rubí"
