ANY_SUBVENCIO,DATA_SUBVENCIO,"CIF_BENEFICIARI","BENEFICIARI","CONVOCATORIA","CENTRE_GESTOR","SITUACIO",IMPORT_SOLICITAT,IMPORT_CONCEDIT,DATA_ACTUALITZACIO,"CODI_ENS","NOM_ENS"
"2020","2020/12/09","B67008391","BAR EL TAPEO EL TORNO","Convocatòria 2020 per al fomenet d'activitats de comerç urbà i de serveis de proximitat afectats pel COVID-19","Comerç i Indústria","PAGADA","1200.00","1200.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/06/22","G59429290","ASSOCIACIO COMPARTIR","CASALS MES DE JULIOL","Educació","PAGADA PARCIALMENTE","120507.20","120507.20","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/09","B65966749","AYALATIM LATINA SOCIEDAD LIMITADA","Convocatòria 2020 per al fomenet d'activitats de comerç urbà i de serveis de proximitat afectats pel COVID-19","Comerç i Indústria","JUSTIFICADA","1000.00","1000.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/24","G66240847","SOCIETAT DE BLUES DE RUBI","Convocatòria 2019 per entitats culturals - Modalitat C","Cultura","JUSTIFICADA","8000.00","3300.11","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/09","B66682550","MARHABA SPA ERIKA VIGARA SL","Convocatòria 2020 per al fomenet d'activitats de comerç urbà i de serveis de proximitat afectats pel COVID-19","Comerç i Indústria","PAGADA","900.00","900.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/09","J67364406","MESQFOTOS SCP","Convocatòria 2020 per al fomenet d'activitats de comerç urbà i de serveis de proximitat afectats pel COVID-19","Comerç i Indústria","PAGADA","800.00","800.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/24","G65876955","ASSOC SOLIDARITAT I AJUDA VEINAL (ASAV)","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","300.00","300.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/09","B59777920","RESTAURANTE SCHUBERT SL","Convocatòria 2020 per al fomenet d'activitats de comerç urbà i de serveis de proximitat afectats pel COVID-19","Comerç i Indústria","PAGADA","1000.00","1000.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/24","Q5855637D","ESCOLA 25 DE SETEMBRE","2020 AJUTS PEL MANTENIMENT CORRECTIU CENTRES EDUCATIUS PUBLICS D'INFANTIL I PRIMARIA","Educació","JUSTIFICADA","6993.24","6993.24","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/24","Q2866001G","CRUZ ROJA ESPAÑOLA","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","11800.00","6000.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/24","G08992786","ASSOCIACIÓ DE PERSONES AMB DIVERSITAT INTELECTUAL DE RUBÍ","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","7000.00","6000.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/09","B63840607","BAR SANT JORDI PARRK SL","Convocatòria 2020 per al fomenet d'activitats de comerç urbà i de serveis de proximitat afectats pel COVID-19","Comerç i Indústria","PAGADA","1200.00","1200.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/24","G58061011","IRMANDADE GALEGA DE RUBI","Subvencions 2020 - Entitats Culturals","Cultura","JUSTIFICADA","5000.00","5000.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/28","G61323721","ASOC DE VECINOS ZONA MERCAT","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACONS DE VEÏNS","Infraestructures i suport entitats","JUSTIFICADA","480.00","480.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/24","G63721963","COMISSIO CATALAN D AJUDA AL REFUGIAT","SUBVENCIO DIRECTA PERSONES REFUGIADES","Polítiques de Ciutadania","JUSTIFICADA","30000.00","30000.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
"2020","2020/12/02","Q0801826I","ESCOLA DEL BOSC","Ajut transport activitats Escola del Bosc curs 2019-20","Educació","REINTEGRADA","855.00","855.00","2024/09/03 13:13:35","818460009","Ajuntament de Rubí"
