ANY_SUBVENCIO,DATA_SUBVENCIO,"CIF_BENEFICIARI","BENEFICIARI","CONVOCATORIA","CENTRE_GESTOR","SITUACIO",IMPORT_SOLICITAT,IMPORT_CONCEDIT,DATA_ACTUALITZACIO,"CODI_ENS","NOM_ENS"
"2021","2021/11/24","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","Subvención 2021. CE Rubi FSALA.Programa de mantenimiento de adultos, temp. 2021-2022","Esports","JUSTIFICADA","66000.00","32000.00","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/11/18","G60845922","RUBI SOLIDARI","SUBVENCIONS MODALITAT G) SUBVENCIONS DESTINADES A ENTITATS DE COOPERACIÓ PER A ACTIVITATS DE SENSIBILITZACIÓ DE COOPERACIÓ INTERNACIONAL","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","3950.00","3950.00","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/11/10","G59429290","ASSOCIACIO COMPARTIR","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","7790.75","3000.00","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/07/16","G60423308","C E B  SANT JORDI","Subvención 2021. CEB St Jordi. Competiciones federadas de la temp 20-21","Esports","PAGADA","9000.00","9000.00","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/05/17","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","Subvención 2021. CE Rubí Futbol Sala. Actividades federadas de la temporada 2020-2021","Esports","RECONOCIDA LA OBLIGACIÓN","18000.00","18000.00","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/11/10","G63436398","ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEE CA N'ORIOL","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","3500.00","3500.00","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/11/10","Q2866001G","CRUZ ROJA ESPAÑOLA","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","2200.00","1500.00","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/11/18","G60845922","RUBI SOLIDARI","SUBVENCIONS MODALITAT G) SUBVENCIONS DESTINADES A ENTITATS DE COOPERACIÓ PER A ACTIVITATS DE SENSIBILITZACIÓ DE COOPERACIÓ INTERNACIONAL","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","1900.00","1900.00","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/11/10","Q2866001G","CRUZ ROJA ESPAÑOLA","MODALITAT H) SUBVENCIONS DESTINADES A ENTITATS D'ACCIÓ SOCIAL","Sanitat i serveis socials","JUSTIFICADA","1500.00","1500.00","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/12/01","G66883083","ASSOCIACIO DE COMERCIANTS SERVEIS I RESTAURACIÓ DE RUBI","SUBVENCIÓ DIRECTE A L'ASSOCIACIÓ DE COMERCIANTS, SERVEIS I RSTAURACIÓ DE RUBÍ PER A LA GESTIÓ I DESENVOLUPAMENT DEL PLA DE DINAMITZACIÓ COMERCIAL PER A L'ANY 2021","Comerç i Indústria","JUSTIFICADA","37500.00","37500.00","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/12/10","Q0801826I","ESCOLA DEL BOSC","AJUT TRANSPORT ACTIVITATS PEDAGÒGIQUES DE LA GUIA D'ACTIVITATS I SERVEIS D'EDUCACIÓ, ESCOLA DEL BOSC","Educació","JUSTIFICADA","264.00","264.00","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/12/10","G59370007","AA VV 25 DE SETEMBRE","MODALITAT A: SUBVENCIONS DESTINADES A PROJECTES D'ACTIVITATS DE LES ASSOCIACIONS DE VEÏNS","Infraestructures i suport entitats","JUSTIFICADA","3439.28","3439.28","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/11/23","Q5855637D","ESCOLA 25 DE SETEMBRE","Subvenciones 50/50 de ahorro energético correspondiente al curso/temporada 2019-2020","Manteniments","PAGADA","425.23","425.23","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
"2021","2021/09/29","G61004412","HOQUEI CLUB RUBI CENT PATINS","Subvención 2021. HCR Cent Patins. Escuela deportiva, temp. 20-21","Esports","JUSTIFICADA PARCIALMENTE","1200.00","1200.00","2024/09/04 02:38:05","818460009","Ajuntament de Rubí"
